X--Trace 1::[interactive: TIME],Y--Trace 1::[V_out: V(1)],,X--Trace 2::[interactive: TIME],Y--Trace 2::[V_in: V(3)]
0.000011437331283143967,-0.0023402720286506613,,0.000011437331283143967,0.07180103460057104
0.000021745030356109756,-0.0034015700656593157,,0.000021745030356109756,0.13620337402690852
0.00004236042850204133,-0.007445647537371868,,0.00004236042850204133,0.2630270765220119
0.00007361042850204133,-0.018186055117407007,,0.00007361042850204133,0.4461939747686716
0.00010486042850204133,-0.03397006841601548,,0.00010486042850204133,0.6122138887934352
0.00013611042850204133,-0.054012797215418296,,0.00013611042850204133,0.7547067664053714
0.00016736042850204133,-0.07737898439530448,,0.00016736042850204133,0.8681966862287797
0.00019861042850204133,-0.10300294454758505,,0.00019861042850204133,0.948322294290727
0.00022986042850204133,-0.12974517349786804,,0.00022986042850204133,0.9920044084083514
0.0002595479285020413,-0.15493870202838916,,0.0002595479285020413,0.9982010553442465
0.0002907979285020413,-0.18031465219085438,,0.0002907979285020413,0.9673241785951127
0.0003220479285020413,-0.2033960928804517,,0.0003220479285020413,0.8992735761442177
0.00035329792850204134,-0.22328849143767174,,0.00035329792850204134,0.7966643944805318
0.00038454792850204137,-0.2389406057030485,,0.00038454792850204137,0.6634398469114987
0.0004157979285020414,-0.24961965918360132,,0.0004157979285020414,0.5047196780870092
0.0004470479285020414,-0.25478802833470426,,0.0004470479285020414,0.3266034150836923
0.00047829792850204145,-0.2541237753799603,,0.00047829792850204145,0.13593596600001487
0.0005095479285020415,-0.24753290305625278,,0.0005095479285020415,-0.05995542602327558
0.0005407979285020415,-0.23515284687508042,,0.0005407979285020415,-0.2535427646478822
0.0005720479285020415,-0.2173470839343984,,0.0005720479285020415,-0.4373865970154905
0.0006032979285020416,-0.1946910512845003,,0.0006032979285020416,-0.6044219077490233
0.0006345479285020416,-0.16794993003963143,,0.0006345479285020416,-0.7482296235314718
0.0006657979285020416,-0.13804913378380332,,0.0006657979285020416,-0.8632832944936134
0.0006970479285020416,-0.10603864970456513,,0.0006970479285020416,-0.9451614725832143
0.0007282979285020417,-0.0730525948503921,,0.0007282979285020417,-0.9907176253341026
0.0007595479285020417,-0.040265571033480774,,0.0007595479285020417,-0.9982010553442464
0.0007907979285020417,-0.008847613619916187,,0.0007907979285020417,-0.9673241785951119
0.0007947041785020417,-0.005061916571155154,,0.0007947041785020417,-0.9608105877102548
0.0008025166785020417,0.0023821337334919497,,0.0008025166785020417,-0.9460514089922833
0.0008181416785020418,0.016701508082896745,,0.0008181416785020418,-0.9097367361863002
0.000832556649933484,0.029141791881279522,,0.000832556649933484,-0.8684551048523148
0.0008505701668915246,0.043522430360783834,,0.0008505701668915246,-0.8069060877578981
0.0008782707027784952,0.06276306828924372,,0.0008782707027784952,-0.692427146910164
0.0009095207027784953,0.07970781109061066,,0.0009095207027784953,-0.5383670661173957
0.0009407707027784953,0.09107257265489144,,0.0009407707027784953,-0.3636178408934642
0.0009720207027784953,0.09649576748265226,,0.0009720207027784953,-0.17489498596323133
0.0010032707027784952,0.09584184080067483,,0.0010032707027784952,0.020548985195330445
0.0010345207027784953,0.08920652319294826,,0.0010345207027784953,0.21520327037683848
0.0010657707027784953,0.0769132498077626,,0.0010657707027784953,0.4015874145651499
0.0010970207027784953,0.0595007742857973,,0.0010970207027784953,0.5725387796245393
0.0011282707027784953,0.037702577640162306,,0.0011282707027784953,0.7214878004664043
0.0011595207027784954,0.012418865829065684,,0.0011595207027784954,0.8427104497513649
0.0011907707027784954,-0.015319058047477609,,0.0011907707027784954,0.9315482090498465
0.0012185483191998606,-0.04114526605730682,,0.0012185483191998606,0.980537274967024
0.0012467249169957418,-0.06756734953017411,,0.0012467249169957418,0.9997882813879007
0.0012764124169957417,-0.0945414771201905,,0.0012764124169957417,0.9862611915323435
0.0013076624169957418,-0.12110470566386405,,0.0013076624169957418,0.9350828241081734
0.0013389124169957418,-0.14473065167871135,,0.0013389124169957418,0.8479697481540162
0.0013701624169957418,-0.16458662534613386,,0.0013701624169957418,0.7282696703252137
0.0014014124169957419,-0.17971800021447895,,0.0014014124169957419,0.5805825974841484
0.0014326624169957419,-0.1894963206463864,,0.0014326624169957419,0.41058406101624034
0.001463912416995742,-0.19350030273217123,,0.001463912416995742,0.2248070093416725
0.001495162416995742,-0.19153195519093325,,0.001495162416995742,0.03039075037132394
0.001526412416995742,-0.18362417019193378,,0.001526412416995742,-0.16519340809246194
0.001557662416995742,-0.1700393919303525,,0.001557662416995742,-0.3544292765247851
0.001588912416995742,-0.15125951727691167,,0.001588912416995742,-0.5300446266264907
0.001620162416995742,-0.12796731054918328,,0.001620162416995742,-0.6852906589793897
0.001651412416995742,-0.1010201569146112,,0.001651412416995742,-0.8142013556231402
0.001682662416995742,-0.0714170532503511,,0.001682662416995742,-0.9118227507796751
0.0017139124169957421,-0.04026024214639652,,0.0017139124169957421,-0.9744033089798361
0.0017451624169957422,-0.008712995830270352,,0.0017451624169957422,-0.9995380944675735
0.0017630815805528702,0.009063239492778733,,0.0017630815805528702,-0.9966239749185171
0.0017818805391776197,0.02722404939979885,,0.0017818805391776197,-0.9800046775586634
0.0017996987595668933,0.043766304676645135,,0.0017996987595668933,-0.9516397041164268
0.0018293862595668933,0.06911237459082663,,0.0018293862595668933,-0.8781579199689875
0.0018601078770197547,0.09179056757615217,,0.0018601078770197547,-0.7700810126244841
0.0018913578770197548,0.11035578909306318,,0.0018913578770197548,-0.630827010676911
0.0019226078770197548,0.12379557146690545,,0.0019226078770197548,-0.4673306804808862
0.001953857877019755,0.13151487386099842,,0.001953857877019755,-0.28587509431604746
0.001985107877019755,0.13324439121308504,,0.001985107877019755,-0.09343348859724292
0.002016357877019755,0.1289441784496261,,0.002016357877019755,0.10259871369025134
0.002047607877019755,0.11880517667409989,,0.002047607877019755,0.294688104948649
0.002078857877019755,0.10324193701256393,,0.002078857877019755,0.47545279759686493
0.002110107877019755,0.08287667855301581,,0.002110107877019755,0.6379461058704325
0.002141357877019755,0.058515446517892554,,0.002141357877019755,0.7759235030596974
0.002172607877019755,0.03111716853573619,,0.002172607877019755,0.8840825951692937
0.002203857877019755,0.0017569729712919356,,0.002203857877019755,0.9582668889457638
0.002219756234825179,-0.013547229129318673,,0.002219756234825179,0.9819991013846263
0.0022346462768109655,-0.027962803018412224,,0.0022346462768109655,0.9953503494539414
0.0022644263607825383,-0.05641362020161285,,0.0022644263607825383,0.9958946901329718
0.002295267147303675,-0.08445885592479414,,0.002295267147303675,0.9598240364726474
0.002326517147303675,-0.11032657737720906,,0.002326517147303675,0.8866384351978369
0.0023562046473036753,-0.13147114233551088,,0.0023562046473036753,0.7854933156311222
0.0023874546473036753,-0.1494529301975735,,0.0023874546473036753,0.6496647067831116
0.0024187046473036753,-0.16234114015539697,,0.0024187046473036753,0.48886984758959345
0.0024499546473036754,-0.1696847686566517,,0.0024499546473036754,0.3092879943145747
0.0024812046473036754,-0.17109398787593189,,0.0024812046473036754,0.11782037686875398
0.0025124546473036754,-0.16649887709059116,,0.0025124546473036754,-0.07817501158570438
0.0025437046473036754,-0.15606074876053413,,0.0025437046473036754,-0.27116617818597744
0.0025749546473036755,-0.14016592477774034,,0.0025749546473036755,-0.4537365806303079
0.0026062046473036755,-0.1194108863483104,,0.0026062046473036755,-0.6188701407394201
0.0026374546473036755,-0.09457932908588698,,0.0026374546473036755,-0.7602208684062899
0.0026687046473036755,-0.0666120487314337,,0.0026687046473036755,-0.8723567344370808
0.0026999546473036756,-0.03657080213201428,,0.0026999546473036756,-0.9509684203867479
0.0027312046473036756,-0.005597688552957537,,0.0027312046473036756,-0.9930349232501868
0.002747936463831069,0.010935501861041204,,0.002747936463831069,-0.9999159480433312
0.002764416346583718,0.027004962450395506,,0.002764416346583718,-0.9959003837403122
0.0027868983511517616,0.04825072135225813,,0.0027868983511517616,-0.9732454572885879
0.002815704002245169,0.0735449789294981,,0.002815704002245169,-0.9159889182429857
0.002846954002245169,0.0978122136081581,,0.002846954002245169,-0.8201175150709648
0.002878204002245169,0.11801779010152795,,0.002878204002245169,-0.6927294557219681
0.002909454002245169,0.13327246535400084,,0.002909454002245169,-0.5387201918767307
0.002940704002245169,0.14300051641319356,,0.002940704002245169,-0.36400821317543497
0.002971954002245169,0.146838279839912,,0.002971954002245169,-0.17530760297996165
0.003003204002245169,0.14464814173712365,,0.003003204002245169,0.020129980084391857
0.003034454002245169,0.1365238308006868,,0.003034454002245169,0.21479397930312508
0.003065704002245169,0.12278683203402009,,0.003065704002245169,0.40120356635509064
0.003096954002245169,0.10397403570462628,,0.003096954002245169,0.5721951253495823
0.003128204002245169,0.08081712258298407,,0.003128204002245169,0.7211975465676153
0.0031594540022451692,0.0542144591587776,,0.0031594540022451692,0.8424847505232959
0.0031907040022451693,0.025196671103074164,,0.0031907040022451693,0.9313957379872576
0.0032219540022451693,-0.005113154226278471,,0.0032219540022451693,0.9845137095731169
0.003245990192966971,-0.028601405743449108,,0.003245990192966971,0.9996826388838751
0.0032676294498021606,-0.04929611958990405,,0.0032676294498021606,0.9938713735072355
0.0032932347215936884,-0.07276515700076311,,0.0032932347215936884,0.9633290035088713
0.0033244847215936884,-0.09902601187216871,,0.0033244847215936884,0.8924716868363266
0.0033557347215936884,-0.12188134876076362,,0.0033557347215936884,0.7873171837425502
0.0033869847215936884,-0.14033245308582729,,0.0033869847215936884,0.6519065228101112
0.0034182347215936885,-0.15366391444599742,,0.0034182347215936885,0.49144345979946663
0.0034494847215936885,-0.16135731294599784,,0.0034494847215936885,0.3120945002333988
0.0034807347215936885,-0.16311103240911212,,0.0034807347215936885,0.12075192404797368
0.0035119847215936886,-0.15885195049289977,,0.0035119847215936886,-0.07523108086015587
0.0035432347215936886,-0.14873813795114613,,0.0035432347215936886,-0.26832299752090927
0.0035744847215936886,-0.13315288447353232,,0.0035744847215936886,-0.4511034118642013
0.0036057347215936886,-0.11268985858609733,,0.0036057347215936886,-0.61654817507126
0.0036369847215936887,-0.08813039668638441,,0.0036369847215936887,-0.7582993376745328
0.0036682347215936887,-0.060413372028844815,,0.0036682347215936887,-0.8709094819901385
0.0036994847215936887,-0.03059927907153304,,0.0036994847215936887,-0.9500510633245278
0.0037307347215936888,0.00017059162168363032,,0.0037307347215936888,-0.9926827150901303
0.0037455120619223087,0.014702711516279521,,0.0037455120619223087,-0.9996024473292733
0.0037596563663722534,0.028476397007490172,,0.0037596563663722534,-0.9981599739119665
0.0037879449752721427,0.05510212622548759,,0.0037879449752721427,-0.9717134397747191
0.0038191949752721427,0.08225014436980452,,0.0038191949752721427,-0.9069691110555875
0.0038504449752721427,0.10603440582263512,,0.0038504449752721427,-0.8073704680327272
0.003880132475272143,0.12456415553491341,,0.003880132475272143,-0.6839400996611342
0.0039113824752721425,0.13923064724260487,,0.0039113824752721425,-0.5284725461055253
0.0039426324752721426,0.14837551003306823,,0.0039426324752721426,-0.35269608897389354
0.003973882475272143,0.15169013483645155,,0.003973882475272143,-0.1633657189372436
0.004005132475272143,0.1489806378789814,,0.004005132475272143,0.03224270406161034
0.004036382475272143,0.14035485291426664,,0.004036382475272143,0.22661205802529685
0.004067632475272143,0.126147863377986,,0.004067632475272143,0.412272837684584
0.004098882475272143,0.10690912163110626,,0.004098882475272143,0.5820902033969169
0.004130132475272143,0.08338134817051203,,0.004130132475272143,0.7295381690326556
0.004161382475272143,0.05647199304406916,,0.004161382475272143,0.8489503919621854
0.004192632475272143,0.02721844886704549,,0.004192632475272143,0.9357379274254733
0.004223882475272143,-0.0032519062438455125,,0.004223882475272143,0.9865655791056761
0.004238140341375574,-0.017229165164371094,,0.004238140341375574,0.997224935068324
0.004252377241167477,-0.03110709308738993,,0.004252377241167477,0.9998884503655062
0.004280851040751285,-0.0580976395523808,,0.004280851040751285,0.9812712381195727
0.004312101040751285,-0.08569416382983813,,0.004312101040751285,0.9248359147197165
0.004343351040751285,-0.1101582660774418,,0.004343351040751285,0.8328596657711395
0.004374601040751285,-0.1305472168364962,,0.004374601040751285,0.7088770869400592
0.004405851040751285,-0.14607482577338163,,0.004405851040751285,0.5576527592007202
0.004435538540751285,-0.15570341672185017,,0.004435538540751285,0.3940401694958669
0.004466788540751285,-0.1601757523455574,,0.004466788540751285,0.20716260611278225
0.004498038540751285,-0.15868337450561473,,0.004498038540751285,0.012323899954911418
0.004529288540751285,-0.15123459432153846,,0.004529288540751285,-0.18298840676690742
0.004560538540751285,-0.13811358693802633,,0.004560538540751285,-0.3712685716377513
0.004591788540751285,-0.11982257367402607,,0.004591788540751285,-0.5452810935103702
0.004623038540751285,-0.09706251874919423,,0.004623038540751285,-0.6983387687565459
0.004654288540751285,-0.07070619783581968,,0.004654288540751285,-0.8245596767523012
0.004685538540751285,-0.04176467753347615,,0.004685538540751285,-0.9190932187888613
0.004716788540751285,-0.011348664279765854,,0.004716788540751285,-0.9783065238607798
0.004748038540751285,0.01937580542156586,,0.004748038540751285,-0.9999240578613465
0.004779288540751285,0.04922854045914328,,0.004779288540751285,-0.9831150710821734
0.004810538540751285,0.07706434568577117,,0.004810538540751285,-0.9285255234585963
0.004840226040751286,0.10052134568970968,,0.004840226040751286,-0.843566063018142
0.004871476040751286,0.12134159094887557,,0.004871476040751286,-0.7225887163368462
0.004902726040751286,0.13749371465801913,,0.004902726040751286,-0.5738426905191482
0.004933976040751286,0.14823278041859028,,0.004933976040751286,-0.4030442119194878
0.004965226040751286,0.15314778745762714,,0.004965226040751286,-0.21675697028555968
0.004996476040751286,0.15205149774272844,,0.004996476040751286,-0.022139879842266945
0.005027726040751286,0.1449876338654219,,0.005027726040751286,0.17332803376717643
0.005058976040751286,0.1322292005169802,,0.005058976040751286,0.36213504824243176
0.005090226040751286,0.11426799402769497,,0.005090226040751286,0.5370254159014018
0.005121476040751286,0.09179570795791417,,0.005121476040751286,0.6912781979946092
0.005152726040751286,0.06567735706524612,,0.005152726040751286,0.8189655466121576
0.005183976040751286,0.03691807251897554,,0.005183976040751286,0.9151805085545709
0.005215226040751286,0.00662467193597688,,0.005215226040751286,0.9762255967923742
0.0052324510042915376,-0.010279077535074526,,0.0052324510042915376,0.9939271267457257
0.005249834818695391,-0.0272817042632486,,0.005249834818695391,0.9999994614184327
0.005270117826125554,-0.046771838421917636,,0.005270117826125554,0.9920216423212849
0.005299805326125554,-0.07378434248842879,,0.005299805326125554,0.9514337856830533
0.005331055326125554,-0.09951577150326309,,0.005331055326125554,0.8730930220661746
0.005362305326125554,-0.12165610538850635,,0.005362305326125554,0.7611997832475007
0.005393555326125554,-0.13922229030534064,,0.005393555326125554,0.6200540636443765
0.005424805326125554,-0.1515384414235118,,0.005424805326125554,0.45508001410572874
0.005456055326125554,-0.15813045695077044,,0.005456055326125554,0.27261749483681
0.005487305326125554,-0.15874423263396858,,0.005487305326125554,0.07967843812696526
0.005518555326125554,-0.15335543070104032,,0.005518555326125554,-0.11632261627591588
0.005549805326125554,-0.14217041059186597,,0.005549805326125554,-0.30785345776978834
0.005581055326125554,-0.12561830182289166,,0.005581055326125554,-0.48755366352777607
0.005612305326125554,-0.10433450989281193,,0.005612305326125554,-0.648517455419636
0.005643555326125554,-0.07913630340220221,,0.005643555326125554,-0.7845590851924985
0.005674805326125554,-0.05099141609403917,,0.005674805326125554,-0.8904505493072175
0.005706055326125554,-0.02098098341802273,,0.005706055326125554,-0.9621224981824814
0.005737305326125554,0.009742575181996909,,0.005737305326125554,-0.9968206190171066
0.0057602948408461835,0.032146274351501955,,0.0057602948408461835,-0.9979086940012174
0.005781472807518315,0.052096589323197946,,0.005781472807518315,-0.9805112044781952
0.005804126037924338,0.07236974348247821,,0.005804126037924338,-0.9427266738964383
0.005835376037924338,0.09781073591313479,,0.005835376037924338,-0.8595369053315621
0.005866626037924338,0.11940105474441326,,0.005866626037924338,-0.7433156155286442
0.005897876037924338,0.13631155751700216,,0.005897876037924338,-0.5985291234771548
0.005929126037924338,0.14789289707878897,,0.005929126037924338,-0.4307414928694426
0.005960376037924338,0.15370053492913865,,0.005960376037924338,-0.24640070825337004
0.005991626037924338,0.1535117683207853,,0.005991626037924338,-0.0525908826022226
0.006022876037924338,0.14733434640958248,,0.006022876037924338,0.14323998117401462
0.006054126037924338,0.13540611583654566,,0.006054126037924338,0.3335662128036414
0.006085376037924338,0.11818593880715704,,0.006085376037924338,0.5110736819413115
0.006116626037924338,0.09633600368860004,,0.006116626037924338,0.6689408760954001
0.006147876037924338,0.07069643875503288,,0.006147876037924338,0.8011010475275079
0.006179126037924338,0.04225299640625149,,0.006179126037924338,0.902475354965777
0.006210376037924338,0.012099419741437877,,0.006210376037924338,0.9691680406267215
0.006241626037924338,-0.018606161547667907,,0.006241626037924338,0.9986161420020802
0.006272876037924338,-0.04868241952057477,,0.006272876037924338,0.9896879850706836
0.006303795340384695,-0.07668904178100881,,0.006303795340384695,0.9434177335295528
0.006335045340384695,-0.10214285999918361,,0.006335045340384695,0.8605969753215276
0.006366295340384695,-0.12375631799550246,,0.006366295340384695,0.7447039579802401
0.006397545340384695,-0.14069854819312852,,0.006397545340384695,0.6001923851685634
0.006428795340384695,-0.15231809415500897,,0.006428795340384695,0.43261575558662635
0.006458482840384696,-0.15796782500664489,,0.006458482840384696,0.2579115591465812
0.006489732840384696,-0.15810289287041204,,0.006489732840384696,0.06446573128831974
0.006520982840384696,-0.15226693883879827,,0.006520982840384696,-0.13145747847056027
0.006552232840384696,-0.14065986871023115,,0.006552232840384696,-0.3223288510540129
0.006583482840384696,-0.12372754563259236,,0.006583482840384696,-0.500813306655562
0.006614732840384696,-0.10212048594895183,,0.006614732840384696,-0.6600517877416762
0.006645982840384696,-0.07666886491222705,,0.006645982840384696,-0.793924848786185
0.006677232840384696,-0.04835062869289917,,0.006677232840384696,-0.8972878231300255
0.006708482840384696,-0.018254057032634198,,0.006708482840384696,-0.9661685296357898
0.006739732840384696,0.012464889688281187,,0.006739732840384696,-0.9979199213812014
0.006762551505776387,0.03464334489009378,,0.006762551505776387,-0.9968918905709007
0.006784016731792763,0.05476302530099774,,0.006784016731792763,-0.9772458300820015
0.00680634840530651,0.07460450446595729,,0.00680634840530651,-0.937977152851212
0.00683759840530651,0.09979258792147988,,0.00683759840530651,-0.8523169411723083
0.00686884840530651,0.121066036149082,,0.00686884840530651,-0.7339026674289955
0.00690009840530651,0.13760750587095796,,0.00690009840530651,-0.5872849257537479
0.00693134840530651,0.1487814700121192,,0.00693134840530651,-0.41809815373496473
0.00696259840530651,0.15415869067593446,,0.00696259840530651,-0.23284410414029286
0.00699384840530651,0.1535326659949936,,0.00699384840530651,-0.038641986203987566
0.00702509840530651,0.1469276154249418,,0.00702509840530651,0.15704512159146145
0.00705634840530651,0.13459750045019503,,0.00705634840530651,0.3466970734360694
0.00708759840530651,0.11701631401122745,,0.00708759840530651,0.5230256511784882
0.00711884840530651,0.09485981861310894,,0.00711884840530651,0.6792546464622822
0.00715009840530651,0.0689796303241642,,0.00715009840530651,0.8093802666129251
0.00718134840530651,0.04037047080076364,,0.00718134840530651,0.9084018570233163
0.00721259840530651,0.010132195324806276,,0.00721259840530651,0.972514073505934
0.00724384840530651,-0.020574257243491136,,0.00724384840530651,0.9992531195358917
0.00727509840530651,-0.05056734885458777,,0.00727509840530651,0.9875914285696907
0.0072995700875590295,-0.07271702809809255,,0.0072995700875590295,0.9518877682899447
0.007326202386127993,-0.09493819377990827,,0.007326202386127993,0.8875513155648952
0.007357452386127993,-0.11763374370458338,,0.007357452386127993,0.7806174242438295
0.007388702386127993,-0.1359859738242054,,0.007388702386127993,0.6436848430843687
0.007419952386127993,-0.14917965478323442,,0.007419952386127993,0.48201581438779456
0.007451202386127993,-0.1567079600821355,,0.007451202386127993,0.30182318826188054
0.007482452386127993,-0.15828179937348832,,0.007482452386127993,0.11003166627545652
0.007513702386127993,-0.1538408769063034,,0.007513702386127993,-0.0859883109394639
0.007544952386127993,-0.14355606073921068,,0.007544952386127993,-0.2787038055877811
0.007576202386127993,-0.12782276578908075,,0.007576202386127993,-0.46070886928626104
0.007607452386127993,-0.10724580945832592,,0.007607452386127993,-0.6250091495065738
0.007638702386127993,-0.08261612179169174,,0.007638702386127993,-0.7652906786205182
0.007669952386127993,-0.05488041133860223,,0.007669952386127993,-0.8761625161350334
0.007701202386127993,-0.025104821190933584,,0.007701202386127993,-0.9533639195120793
0.007732452386127993,0.0055662158072359086,,0.007732452386127993,-0.9939280821149219
0.007756385050165691,0.0289580574986635,,0.007756385050165691,-0.9991953627789332
0.0077778858117840115,0.049330682502704164,,0.0077778858117840115,-0.9846896541579128
0.007802713227241879,0.07167401663280275,,0.007802713227241879,-0.9456505427298157
0.00783396322724188,0.09714672094763582,,0.00783396322724188,-0.8640397562995981
0.00786521322724188,0.1189176474366761,,0.00786521322724188,-0.7492244065938648
0.00789646322724188,0.13604297245236863,,0.00789646322724188,-0.6056167831126175
0.00792771322724188,0.147864601276752,,0.00792771322724188,-0.4387356462901572
0.00795896322724188,0.15392830618053044,,0.00795896322724188,-0.25499414462655134
0.00799021322724188,0.15400108089269715,,0.00799021322724188,-0.06145336098731099
0.00802146322724188,0.14808019698521635,,0.00802146322724188,0.13444904085122983
0.00805271322724188,0.13639320664291105,,0.00805271322724188,0.3251846414497554
0.00808396322724188,0.11938930139990975,,0.00808396322724188,0.5034235786430078
0.00811521322724188,0.09772194757413548,,0.00811521322724188,0.6623162300322051
0.00814646322724188,0.07222388258691348,,0.00814646322724188,0.7957564401324858
0.00817771322724188,0.04387502861009076,,0.00817771322724188,0.8986161765038283
0.00820896322724188,0.013765129981176532,,0.00820896322724188,0.9669425971618865
0.00824021322724188,-0.016949579308826363,,0.00824021322724188,0.9981099560786695
0.008267971006044384,-0.04380332851682945,,0.008267971006044384,0.9936318535758923
0.008296114607764884,-0.06972738465688229,,0.008296114607764884,0.958316297625105
0.008325802107764884,-0.09461926438111327,,0.008325802107764884,0.8887072007747275
0.008357052107764884,-0.11734718325763327,,0.008357052107764884,0.7821868662195381
0.008388302107764884,-0.13576195852812126,,0.008388302107764884,0.6456075290509804
0.008419552107764884,-0.14902598672299616,,0.008419552107764884,0.484217856601867
0.008450802107764884,-0.15662977426640642,,0.008450802107764884,0.3042199634760465
0.008482052107764884,-0.15828134202758384,,0.008482052107764884,0.11253106776236266
0.008513302107764884,-0.1539174425086357,,0.008513302107764884,-0.08348233377728598
0.008544552107764884,-0.14370599394677241,,0.008544552107764884,-0.2762875560472986
0.008575802107764884,-0.12803962587374598,,0.008575802107764884,-0.45847520248226015
0.008607052107764884,-0.10752059226659791,,0.008607052107764884,-0.6230439040016843
0.008638302107764884,-0.08293763064171032,,0.008638302107764884,-0.7636693776973706
0.008669552107764884,-0.0552356592572113,,0.008669552107764884,-0.8749474654788681
0.008700802107764884,-0.025479556022793993,,0.008700802107764884,-0.9526018128382047
0.008732052107764884,0.005186974340329108,,0.008732052107764884,-0.9936482067554205
0.008756025560742115,0.028624923256117197,,0.008756025560742115,-0.9992834066012782
0.008777584906080676,0.04906367753339596,,0.008777584906080676,-0.9850174651310771
0.008802773843302969,0.0717364917933505,,0.008802773843302969,-0.9455266236919169
0.008834023843302969,0.0972008584121732,,0.008834023843302969,-0.8638479587542104
0.008865273843302969,0.11896328688225935,,0.008865273843302969,-0.7489721012130963
0.008896523843302969,0.13607866264827578,,0.008896523843302969,-0.6053136658507509
0.008927773843302969,0.14788926406724223,,0.008927773843302969,-0.43839336577358057
0.008959023843302969,0.15394127825840534,,0.008959023843302969,-0.2546258545035637
0.00899027384330297,0.1540021395021876,,0.00899027384330297,-0.06107321444079922
0.00902152384330297,0.14806956843041727,,0.00902152384330297,0.13482643500267188
0.00905277384330297,0.13637155856791394,,0.00905277384330297,0.3255447801605262
0.00908402384330297,0.11935771654556329,,0.00908402384330297,0.5037526219844276
0.00911527384330297,0.09768188330612616,,0.00911527384330297,0.6626015330531927
0.00914652384330297,0.07217711373526245,,0.00914652384330297,0.7959870387979445
0.00917777384330297,0.04382358223041053,,0.00917777384330297,0.8987832090363657
0.00920902384330297,0.01371120373338698,,0.00920902384330297,0.9670396445949518
0.00924027384330297,-0.017003700165629486,,0.00924027384330297,0.9981332889338319
0.009268095247240567,-0.043915779660243,,0.009268095247240567,0.9935435930055527
0.009296288208390796,-0.06987597908250155,,0.009296288208390796,0.9580040857904071
0.009325975708390796,-0.09475140226695997,,0.009325975708390796,0.8882065835368931
0.009357225708390796,-0.11745711626972302,,0.009357225708390796,0.7815068066209464
0.009388475708390796,-0.13584522543678826,,0.009388475708390796,0.6447741614006234
0.009419725708390796,-0.1490791836645913,,0.009419725708390796,0.4832632067511901
0.009450975708390796,-0.15665065905740752,,0.009450975708390796,0.3031807180834306
0.009482225708390796,-0.1582689204371081,,0.009482225708390796,0.1114471644454367
0.009513475708390796,-0.15387200588948594,,0.009513475708390796,-0.08456924122190544
0.009544725708390796,-0.14362910874307602,,0.009544725708390796,-0.27733569837606664
0.009575975708390796,-0.12793407150744604,,0.009575975708390796,-0.4594443001732872
0.009607225708390796,-0.10739025704855612,,0.009607225708390796,-0.6238967151741803
0.009638475708390796,-0.0827873577862715,,0.009638475708390796,-0.7643731292962388
