X--Trace 1::[interactive: TIME],Y--Trace 1::[V_in: V(2)],,X--Trace 2::[interactive: TIME],Y--Trace 2::[V_out: V(3)]
0.007350000000000001,0.700000000000001,,0.007350000000000001,-0.797917951783342
0.007450000000000001,0.9000000000000015,,0.007450000000000001,-0.7998045161218005
0.0075,0.9999999999999991,,0.0075,-0.79766920732157
0.007509999999999999,0.9800000000000016,,0.007509999999999999,0.8011932983211257
0.007529999999999999,0.9400000000000016,,0.007529999999999999,0.8007500706983778
0.0075699999999999995,0.8600000000000014,,0.0075699999999999995,0.8018197022893465
0.00765,0.700000000000001,,0.00765,0.8004365946532409
0.00775,0.5000000000000004,,0.00775,0.8020077696607479
0.00785,0.3000000000000016,,0.00785,0.8002694164544589
0.007949999999999999,0.10000000000000286,,0.007949999999999999,0.8021749535205034
0.008,0,,0.008,0.8000186258594073
0.00801,0.019999999999999185,,0.00801,-0.7988300638812966
0.008029999999999999,0.059999999999997555,,0.008029999999999999,-0.7983946889005628
0.008069999999999999,0.13999999999999777,,0.008069999999999999,-0.7994521768356337
0.00815,0.29999999999999816,,0.00815,-0.7980837459593797
0.008249999999999999,0.49999999999999695,,0.008249999999999999,-0.7996387198101167
0.008349999999999998,0.6999999999999957,,0.008349999999999998,-0.7979179247391184
0.008449999999999997,0.8999999999999946,,0.008449999999999997,-0.7998045464674106
0.0085,0.9999999999999991,,0.0085,-0.7976691699484771
0.00851,0.98,,0.00851,0.8011932681136329
0.00853,0.9400000000000016,,0.00853,0.8007501589976368
0.00857,0.8600000000000014,,0.00857,0.801819576218248
0.00865,0.700000000000001,,0.00865,0.8004367400047682
0.008749999999999999,0.5000000000000022,,0.008749999999999999,0.8020076088095881
0.008849999999999998,0.3000000000000034,,0.008849999999999998,0.800269592825932
0.008949999999999998,0.10000000000000464,,0.008949999999999998,0.8021747615508816
0.009000000000000001,0,,0.009000000000000001,0.8000188491365878
0.00901,0.019999999999999185,,0.00901,-0.7988301023925258
0.00903,0.059999999999997555,,0.00903,-0.7983946515848823
0.00907,0.13999999999999777,,0.00907,-0.7994522135595631
0.00915,0.29999999999999816,,0.00915,-0.7980837096627683
0.00925,0.49999999999999695,,0.00925,-0.7996387556465098
0.009349999999999999,0.6999999999999957,,0.009349999999999999,-0.7979178893536261
0.009449999999999998,0.8999999999999946,,0.009449999999999998,-0.7998045814402718
0.009500000000000001,0.9999999999999991,,0.009500000000000001,-0.7976691361316367
0.009510000000000001,0.98,,0.009510000000000001,0.8011932945234772
0.00953,0.9400000000000016,,0.00953,0.8007500648902087
0.00957,0.8600000000000014,,0.00957,0.8018197141956096
0.00965,0.700000000000001,,0.00965,0.8004365796080746
0.00975,0.5000000000000022,,0.00975,0.8020077872633004
0.00985,0.3000000000000034,,0.00985,0.8002693963124843
0.009949999999999999,0.10000000000000464,,0.009949999999999999,0.8021749761391616
0.010000000000000002,3.469446951953614e-15,,0.010000000000000002,0.8000185983688634
0.010010000000000002,0.020000000000002655,,0.010010000000000002,-0.7988300566100007
0.01003,0.060000000000001025,,0.01003,-0.7983946991714377
0.01007,0.14000000000000123,,0.01007,-0.7994521647309741
0.010150000000000001,0.30000000000000165,,0.010150000000000001,-0.7980837590224554
0.01025,0.5000000000000004,,0.01025,-0.799638706003786
0.01035,0.6999999999999992,,0.01035,-0.7979179392018667
0.01045,0.899999999999998,,0.01045,-0.7998045314091325
0.0105,0.9999999999999991,,0.0105,-0.7976691863601708
0.01051,0.98,,0.01051,0.801193291140802
0.01053,0.9400000000000016,,0.01053,0.8007500778146339
0.01057,0.8600000000000014,,0.01057,0.8018196950027657
0.01065,0.700000000000001,,0.01065,0.8004366019867204
0.01075,0.5000000000000022,,0.01075,0.8020077623863491
0.010849999999999999,0.3000000000000034,,0.010849999999999999,0.8002694236625958
0.010949999999999998,0.10000000000000464,,0.010949999999999998,0.8021749463200596
0.011,0,,0.011,0.8000186330353147
0.011009999999999999,0.019999999999999185,,0.011009999999999999,-0.7988300610823084
0.011029999999999998,0.059999999999997555,,0.011029999999999998,-0.7983946987574243
0.011069999999999998,0.13999999999999777,,0.011069999999999998,-0.7994521625545481
0.011149999999999998,0.29999999999999816,,0.011149999999999998,-0.7980837625366981
0.011249999999999998,0.49999999999999695,,0.011249999999999998,-0.7996387013707554
0.011349999999999997,0.6999999999999957,,0.011349999999999997,-0.797917944899151
0.011449999999999997,0.8999999999999946,,0.011449999999999997,-0.7998045247350317
0.0115,0.9999999999999991,,0.0115,-0.7976691948226314
0.01151,0.98,,0.01151,0.8011932741607032
0.011529999999999999,0.9400000000000016,,0.011529999999999999,0.8007501469698229
0.011569999999999999,0.8600000000000014,,0.011569999999999999,0.8018195925553253
0.011649999999999999,0.700000000000001,,0.011649999999999999,0.8004367212857519
